"pid","nationality","age","gender","map","fid","lat","long","text","t.time","f.time","correct.lat","correct.long","correct.text"
1,"British",36,"m","MapA",1,56.2869245305522,-2.88220660164156,"pothole",1.93625150586804,21.6944818864588,56.2868366909437,-2.88220089093049,"pothole"
1,"British",36,"m","MapA",2,56.2765492827358,-2.79603188093896,"pothol",1.65205548944643,17.3567175669812,56.2765408039701,-2.79603754277043,"pothole"
1,"British",36,"m","MapA",3,56.2442934909132,-2.94228820433936,"pothol",1.74106119787854,16.8978869596959,56.2443506859569,-2.94228842864254,"pothole"
1,"British",36,"m","MapA",4,56.2444910574104,-2.98677960601475,"fallen tre",1.77207054589238,16.7782975543426,56.2446127694036,-2.98677492672024,"fallen tree"
1,"British",36,"m","MapA",5,56.2300664686063,-2.95784202966792,"pothol",1.69468492728025,21.1023490907908,56.2300344223857,-2.95783736926736,"pothole"
1,"British",36,"m","MapA",6,56.2434487504399,-3.13874000047344,"fallen tree",1.64129559355409,19.1880688944117,56.2435416177234,-3.13874124981359,"fallen tree"
1,"British",36,"m","MapA",7,56.2361029644689,-3.12938634624306,"pothole",1.79662901016748,16.1108142092715,56.2361213692367,-3.12939729222034,"pothole"
1,"British",36,"m","MapA",8,56.3198993129353,-2.90410343193081,"pothol",1.6921956996388,21.6393380969579,56.3198034074334,-2.90410519401102,"pothole"
1,"British",36,"m","MapA",9,56.2897944316042,-3.06875426473124,"pothol",1.91593277942204,20.4560081278158,56.2897273279902,-3.06874961135534,"pothole"
1,"British",36,"m","MapA",10,56.2700228715032,-3.26156202111914,"pothole",1.56953451382855,17.4692825682583,56.2700411128321,-3.26155995950407,"pothole"
1,"British",36,"m","MapA",11,56.2467303811697,-3.1968622396005,"pothole",1.63867404810981,15.6844959100728,56.2468375355412,-3.19686433986448,"pothole"
1,"British",36,"m","MapA",12,56.2338861649995,-2.96818403823767,"traffic acident",1.78932073344197,17.4315533615944,56.233810838799,-2.96818662038473,"traffic accident"
1,"British",36,"m","MapA",13,56.2769087538202,-2.77873067179959,"pothol",1.79856834642401,20.1350980401058,56.2769845668737,-2.77873488178902,"pothole"
1,"British",36,"m","MapA",14,56.2878311547903,-2.74042695289198,"pothol",1.76170925136442,16.1812239633158,56.2878658204704,-2.74042713389283,"pothole"
1,"British",36,"m","MapA",15,56.2739892562044,-3.16813737422757,"traffic acident",2.07843701026047,14.9759090311376,56.2739546536055,-3.16813656437743,"traffic accident"
1,"British",36,"m","MapA",16,56.2286679261615,-3.17084216224273,"pothol",1.76903849594557,17.8847795652238,56.2286069836897,-3.17083608007543,"pothole"
1,"British",36,"m","MapA",17,56.2512844690494,-3.21942672038674,"traffic accident",1.83595352670171,20.0442679590408,56.2513346833094,-3.21942373014842,"traffic accident"
1,"British",36,"m","MapA",18,56.2794355927034,-2.75662988487866,"fallen tre",1.83507062999279,14.9826729940615,56.2793687356656,-2.75662952755357,"fallen tree"
1,"British",36,"m","MapA",19,56.2367144368612,-2.88140575328751,"pothol",1.78249475110543,24.0281064699235,56.2366410640631,-2.88140680184891,"pothole"
1,"British",36,"m","MapA",20,56.2453495106246,-2.88578769601396,"pothol",1.76881470984136,19.57257498722,56.2453136284513,-2.88578769327823,"pothole"
1,"British",36,"m","MapA",21,56.2955268380877,-2.70105825032887,"fallen tre",1.89632238365329,18.6139212055991,56.2955805420614,-2.70106269029516,"fallen tree"
1,"British",36,"m","MapA",22,56.2477913756122,-2.80001497556359,"pothole",1.58158990345971,22.5148880242127,56.2478252969682,-2.80001997465213,"pothole"
1,"British",36,"m","MapA",23,56.2300468614253,-3.09907265978108,"pothole",1.96363024575547,20.9646075782725,56.2300035697687,-3.09906812690425,"pothole"
1,"British",36,"m","MapA",24,56.2528675830424,-2.8928053462819,"traffic acident",1.94587244049253,19.5339396804408,56.2530094181863,-2.89280186893526,"traffic accident"
1,"British",36,"m","MapA",25,56.2931562836903,-3.16502557657933,"pothol",1.75737287408117,20.228189657425,56.2930663617922,-3.16502337033849,"pothole"
1,"British",36,"m","MapA",26,56.2810684769241,-2.98106730998861,"pothol",1.88791206732274,21.4659928856297,56.2811063362342,-2.98106608432722,"pothole"
1,"British",36,"m","MapA",27,56.2482348008754,-3.03519501865257,"pothole",1.68666091879284,23.8312294022063,56.2482395743419,-3.03518966664003,"pothole"
1,"British",36,"m","MapA",28,56.2446223858263,-3.00258374931136,"traffic accident",1.86023842367464,18.8181911740504,56.2446289149961,-3.00258328126242,"traffic accident"
1,"British",36,"m","MapA",29,56.2981842528366,-2.73286744926932,"pothol",1.89388293856716,21.63031962496,56.2982075513516,-2.73287178175011,"pothole"
1,"British",36,"m","MapA",30,56.2539254662013,-2.94637125099204,"pothol",1.74935437690171,22.4933207080048,56.2538926594483,-2.94637269499636,"pothole"
1,"British",36,"m","MapA",31,56.2510851137157,-3.03978176321046,"traffic acident",1.71394986746728,21.6289536040904,56.2510032062762,-3.03978632793645,"traffic accident"
1,"British",36,"m","MapA",32,56.2326360732629,-3.24761156186674,"pothole",2.07229636944049,19.1671993483434,56.2325289630218,-3.24761598184064,"pothole"
1,"British",36,"m","MapA",33,56.2541223150752,-3.17926277434353,"pothol",1.91697776357273,18.6470671129241,56.2541228411259,-3.17925841896218,"pothole"
1,"British",36,"m","MapA",34,56.2565951494051,-3.16992950832382,"traffic accident",1.89194393415813,25.1771298109242,56.2565754927916,-3.1699302968267,"traffic accident"
1,"British",36,"m","MapA",35,56.2378347737139,-3.13095117044802,"pothol",1.95611918937688,17.7870946848917,56.2379228577285,-3.13095006560003,"pothole"
1,"British",36,"m","MapA",36,56.2856663748278,-2.77152301166796,"fallen tre",1.82306959581205,17.1283859960647,56.2856212370747,-2.77152353210646,"fallen tree"
1,"British",36,"m","MapA",37,56.2525846581277,-3.23652480676366,"pothol",1.84817629275643,19.1832608617282,56.2525147255051,-3.23653085273909,"pothole"
1,"British",36,"m","MapA",38,56.2574628327584,-2.94366738197366,"traffic accident",1.77550862393047,17.4595371493087,56.2575275159208,-2.94366328065328,"traffic accident"
1,"British",36,"m","MapA",39,56.2520888134105,-2.98013959151269,"pothol",1.4956837327929,18.9572825699368,56.2520965236427,-2.98014376598735,"pothole"
1,"British",36,"m","MapA",40,56.3100313661729,-3.01529243083335,"pothole",1.68602459464968,18.0838910104056,56.3101137415363,-3.01529730105353,"pothole"
1,"British",36,"m","MapA",41,56.2459274979526,-2.78365428374762,"pothol",1.87945810771367,16.7374255990469,56.2459187579701,-2.78365613882294,"pothole"
1,"British",36,"m","MapA",42,56.2746573968061,-3.04100792614546,"pothol",1.92310758865988,21.2396972773228,56.274545983758,-3.04100222737974,"pothole"
1,"British",36,"m","MapA",43,56.2595327368222,-3.11926490753401,"pothol",1.73028318183985,21.6709440263054,56.2595129709506,-3.11926302356573,"pothole"
1,"British",36,"m","MapA",44,56.2882731794008,-2.94699417838627,"pothol",2.04058494573045,19.4044691032727,56.2882268238053,-2.94699756163956,"pothole"
1,"British",36,"m","MapA",45,56.2685774883027,-2.75532631512465,"fallen tre",1.51035402062717,20.2591425731596,56.2685200211049,-2.75532698468623,"fallen tree"
1,"British",36,"m","MapA",46,56.2576993859914,-3.03017127145732,"pothole",1.93234459833297,23.7137724832168,56.257642439813,-3.03017750235351,"pothole"
1,"British",36,"m","MapA",47,56.3176803201087,-2.78493533607999,"pothole",1.81260969033569,22.4586847054821,56.317516565777,-2.78493822038203,"pothole"
1,"British",36,"m","MapA",48,56.3192462975401,-2.89129443169182,"traffic acident",1.84801095414912,21.9827334845152,56.3192011481843,-2.8912963083363,"traffic accident"
1,"British",36,"m","MapA",49,56.3053410132948,-3.0406568939324,"pothole",1.73779048919306,19.1449614662962,56.3054002307298,-3.04065804110743,"pothole"
1,"British",36,"m","MapA",50,56.2853786067627,-3.12364477200727,"pothole",1.59785561570537,20.6903874137865,56.2852717017487,-3.12364606111542,"pothole"
1,"British",36,"m","MapA",51,56.2719207130514,-2.78301191512498,"pothol",1.75689098416044,21.0682154478287,56.2718615535895,-2.78300666722781,"pothole"
1,"British",36,"m","MapA",52,56.3163139626822,-3.05915562642233,"pothol",1.44909093197065,18.9638843913465,56.3161699549368,-3.05915976684585,"pothole"
1,"British",36,"m","MapA",53,56.2251142423248,-2.77537493832799,"traffic accident",1.48961815321707,17.2763747484314,56.2251149682738,-2.77537440210065,"traffic accident"
1,"British",36,"m","MapA",54,56.2303943491979,-2.83293813113821,"traffic acident",1.68848281813251,20.3738940410037,56.2303814943078,-2.83293710676138,"traffic accident"
1,"British",36,"m","MapA",55,56.3120025890603,-3.03573816379107,"traffic acident",1.75659951496655,20.2930937887464,56.3121424270286,-3.03573705872463,"traffic accident"
1,"British",36,"m","MapA",56,56.2406365622442,-3.1372660733009,"pothol",1.86510542250272,21.6852564773968,56.2405962958907,-3.13726100860628,"pothole"
1,"British",36,"m","MapA",57,56.2616954632341,-3.04948763826513,"pothole",1.68112417179221,16.5534367948597,56.2618051062901,-3.04948478409114,"pothole"
1,"British",36,"m","MapA",58,56.2792465019895,-2.94551949333714,"fallen tre",2.10715521202612,22.5832016848119,56.2793410561236,-2.94551890457829,"fallen tree"
1,"British",36,"m","MapA",59,56.2692561236245,-3.10781441131601,"traffic acident",1.71957458026405,17.518446710422,56.2693927953747,-3.10781864279767,"traffic accident"
1,"British",36,"m","MapA",60,56.2499073457703,-3.192910999913,"pothol",1.87127765893103,18.8124455849467,56.2498317717405,-3.19291700970296,"pothole"
1,"British",36,"m","MapA",61,56.3135688754193,-3.16336875944742,"pothol",1.91318415415121,19.8966410723485,56.3136039114947,-3.16336902993472,"pothole"
1,"British",36,"m","MapA",62,56.241467631288,-3.00092329042398,"pothole",1.99335695563286,20.0090414068309,56.2414860465794,-3.00092385427724,"pothole"
1,"British",36,"m","MapA",63,56.2946593891777,-2.86158149157458,"pothole",1.81559697256978,20.1264536471572,56.2946009084561,-2.86158182849717,"pothole"
1,"British",36,"m","MapA",64,56.2990773392065,-2.99464712162912,"traffic acident",1.48996589438573,17.3974339711942,56.299055648609,-2.99464484003043,"traffic accident"
1,"British",36,"m","MapA",65,56.2477027567995,-2.86473186186682,"pothole",1.61018101975143,16.4706201905295,56.247756827093,-2.86472649856806,"pothole"
1,"British",36,"m","MapA",66,56.3089383169327,-3.00964559502324,"pothol",1.5881915069947,18.4721978056253,56.3089037082828,-3.00964196093851,"pothole"
1,"British",36,"m","MapA",67,56.2366358224171,-2.69518288724665,"pothol",1.91857870613581,17.1565605092738,56.2366167615973,-2.69518374321874,"pothole"
1,"British",36,"m","MapA",68,56.2701555744825,-2.697169707626,"traffic acident",1.81709123627508,25.0388107277659,56.270125774612,-2.69717302526356,"traffic accident"
1,"British",36,"m","MapA",69,56.2860874998745,-3.23868603215656,"traffic acident",1.95822552922614,20.0124827269169,56.2860442696872,-3.23868727979805,"traffic accident"
1,"British",36,"m","MapA",70,56.3031316908728,-2.77026922031156,"pothol",1.90563113742635,22.873776868666,56.3032518314617,-2.77027206621035,"pothole"
1,"British",36,"m","MapA",71,56.2560360316663,-3.04092317254046,"pothol",1.67023928570526,19.5855431632572,56.2559260182149,-3.04093099563172,"pothole"
1,"British",36,"m","MapA",72,56.3124098120421,-2.71668396372838,"pothole",1.92370058539553,17.728708593951,56.3123372616711,-2.7166835801757,"pothole"
1,"British",36,"m","MapA",73,56.3157862994854,-3.00968967531392,"traffic acident",1.8249743028406,22.4939570984691,56.3158378761759,-3.00969063554614,"traffic accident"
1,"British",36,"m","MapA",74,56.2386011770354,-2.93651667403072,"pothol",1.69755043676809,19.6226072304272,56.2384594034856,-2.93651579662642,"pothole"
1,"British",36,"m","MapA",75,56.276381389918,-3.07134658088948,"pothole",2.07164046466583,18.1775709597118,56.2763275984747,-3.07134996946256,"pothole"
1,"British",36,"m","MapA",76,56.2441536314325,-2.78661669984811,"pothole",1.72957071418268,21.3840839443398,56.2441025320526,-2.78661435693317,"pothole"
1,"British",36,"m","MapA",77,56.2589745681636,-2.86591360701017,"pothole",1.69953269924505,17.3263798958363,56.2589745096046,-2.86591438599829,"pothole"
1,"British",36,"m","MapA",78,56.2855941562239,-3.06145510705623,"traffic accident",1.72291071160988,19.1307060283132,56.2855200793772,-3.06145539840321,"traffic accident"
1,"British",36,"m","MapA",79,56.2683081196504,-2.94313854746961,"pothol",1.75033393038411,22.5928656256959,56.268202359846,-2.94313468569657,"pothole"
1,"British",36,"m","MapA",80,56.2942051417888,-3.10522626134726,"pothole",1.71020198488226,20.6139036020486,56.294262625702,-3.1052217719193,"pothole"
1,"British",36,"m","MapA",81,56.2836657085887,-3.06044921126488,"pothol",1.90303432866668,18.5120463678633,56.2835362291991,-3.06045244521609,"pothole"
1,"British",36,"m","MapA",82,56.3083933374185,-2.95253942379372,"pothol",1.66947538530709,16.1775446585326,56.3083281161703,-2.95253565734052,"pothole"
1,"British",36,"m","MapA",83,56.3002589410098,-2.77495187141465,"pothole",1.71683613348004,19.3976161309824,56.3002947047908,-2.77495062222764,"pothole"
1,"British",36,"m","MapA",84,56.259747279411,-3.19278550044722,"pothol",1.92731722188582,20.2176402660858,56.2597689720802,-3.19278747908658,"pothole"
1,"British",36,"m","MapA",85,56.2728748803793,-3.04355366311141,"pothol",2.03288166020837,20.8624756893817,56.2728458061067,-3.04354129293474,"pothole"
1,"British",36,"m","MapA",86,56.2580431657784,-2.91376006270655,"pothol",1.89109358881538,22.5895553675962,56.2580147532549,-2.91376016751801,"pothole"
1,"British",36,"m","MapB",1,56.286793954811,-2.88220202416862,"pothol",1.69015096832542,19.6017761374396,56.2868366909437,-2.88220089093049,"pothole"
1,"British",36,"m","MapB",2,56.2765519276404,-2.7960380194885,"pothol",1.79356723152889,20.1610461158572,56.2765408039701,-2.79603754277043,"pothole"
1,"British",36,"m","MapB",3,56.2442723470241,-2.94228209753812,"pothol",1.582496754559,19.1936548834279,56.2443506859569,-2.94228842864254,"pothole"
